fips,state,county,stateiso
01001,Alabama,Autauga County,AL
01003,Alabama,Baldwin County,AL
01005,Alabama,Barbour County,AL
01007,Alabama,Bibb County,AL
01009,Alabama,Blount County,AL
01011,Alabama,Bullock County,AL
01013,Alabama,Butler County,AL
01015,Alabama,Calhoun County,AL
01017,Alabama,Chambers County,AL
01019,Alabama,Cherokee County,AL
01021,Alabama,Chilton County,AL
01023,Alabama,Choctaw County,AL
01025,Alabama,Clarke County,AL
01027,Alabama,Clay County,AL
01029,Alabama,Cleburne County,AL
01031,Alabama,Coffee County,AL
01033,Alabama,Colbert County,AL
01035,Alabama,Conecuh County,AL
01037,Alabama,Coosa County,AL
01039,Alabama,Covington County,AL
01041,Alabama,Crenshaw County,AL
01043,Alabama,Cullman County,AL
01045,Alabama,Dale County,AL
01047,Alabama,Dallas County,AL
01049,Alabama,DeKalb County,AL
01051,Alabama,Elmore County,AL
01053,Alabama,Escambia County,AL
01055,Alabama,Etowah County,AL
01057,Alabama,Fayette County,AL
01059,Alabama,Franklin County,AL
01061,Alabama,Geneva County,AL
01063,Alabama,Greene County,AL
01065,Alabama,Hale County,AL
01067,Alabama,Henry County,AL
01069,Alabama,Houston County,AL
01071,Alabama,Jackson County,AL
01073,Alabama,Jefferson County,AL
01075,Alabama,Lamar County,AL
01077,Alabama,Lauderdale County,AL
01079,Alabama,Lawrence County,AL
01081,Alabama,Lee County,AL
01083,Alabama,Limestone County,AL
01085,Alabama,Lowndes County,AL
01087,Alabama,Macon County,AL
01089,Alabama,Madison County,AL
01091,Alabama,Marengo County,AL
01093,Alabama,Marion County,AL
01095,Alabama,Marshall County,AL
01097,Alabama,Mobile County,AL
01099,Alabama,Monroe County,AL
01101,Alabama,Montgomery County,AL
01103,Alabama,Morgan County,AL
01105,Alabama,Perry County,AL
01107,Alabama,Pickens County,AL
01109,Alabama,Pike County,AL
01111,Alabama,Randolph County,AL
01113,Alabama,Russell County,AL
01115,Alabama,St. Clair County,AL
01117,Alabama,Shelby County,AL
01119,Alabama,Sumter County,AL
01121,Alabama,Talladega County,AL
01123,Alabama,Tallapoosa County,AL
01125,Alabama,Tuscaloosa County,AL
01127,Alabama,Walker County,AL
01129,Alabama,Washington County,AL
01131,Alabama,Wilcox County,AL
01133,Alabama,Winston County,AL
02013,Alaska,Aleutians East Borough,AK
02016,Alaska,Aleutians West Census Area,AK
02020,Alaska,Anchorage Municipality,AK
02050,Alaska,Bethel Census Area,AK
02060,Alaska,Bristol Bay Borough,AK
02068,Alaska,Denali Borough,AK
02070,Alaska,Dillingham Census Area,AK
02090,Alaska,Fairbanks North Star Borough,AK
02100,Alaska,Haines Borough,AK
02105,Alaska,Hoonah-Angoon Census Area,AK
02110,Alaska,Juneau City and Borough,AK
02122,Alaska,Kenai Peninsula Borough,AK
02130,Alaska,Ketchikan Gateway Borough,AK
02150,Alaska,Kodiak Island Borough,AK
02164,Alaska,Lake and Peninsula Borough,AK
02170,Alaska,Matanuska-Susitna Borough,AK
02180,Alaska,Nome Census Area,AK
02185,Alaska,North Slope Borough,AK
02188,Alaska,Northwest Arctic Borough,AK
02195,Alaska,Petersburg Borough,AK
02198,Alaska,Prince of Wales-Hyder Census Area,AK
02220,Alaska,Sitka City and Borough,AK
02230,Alaska,Skagway Municipality,AK
02240,Alaska,Southeast Fairbanks Census Area,AK
02261,Alaska,Valdez-Cordova Census Area,AK
02275,Alaska,Wrangell City and Borough,AK
02282,Alaska,Yakutat City and Borough,AK
02290,Alaska,Yukon-Koyukuk Census Area,AK
04001,Arizona,Apache County,AZ
04003,Arizona,Cochise County,AZ
04005,Arizona,Coconino County,AZ
04007,Arizona,Gila County,AZ
04009,Arizona,Graham County,AZ
04011,Arizona,Greenlee County,AZ
04012,Arizona,La Paz County,AZ
04013,Arizona,Maricopa County,AZ
04015,Arizona,Mohave County,AZ
04017,Arizona,Navajo County,AZ
04019,Arizona,Pima County,AZ
04021,Arizona,Pinal County,AZ
04023,Arizona,Santa Cruz County,AZ
04025,Arizona,Yavapai County,AZ
04027,Arizona,Yuma County,AZ
05001,Arkansas,Arkansas County,AR
05003,Arkansas,Ashley County,AR
05005,Arkansas,Baxter County,AR
05007,Arkansas,Benton County,AR
05009,Arkansas,Boone County,AR
05011,Arkansas,Bradley County,AR
05013,Arkansas,Calhoun County,AR
05015,Arkansas,Carroll County,AR
05017,Arkansas,Chicot County,AR
05019,Arkansas,Clark County,AR
05021,Arkansas,Clay County,AR
05023,Arkansas,Cleburne County,AR
05025,Arkansas,Cleveland County,AR
05027,Arkansas,Columbia County,AR
05029,Arkansas,Conway County,AR
05031,Arkansas,Craighead County,AR
05033,Arkansas,Crawford County,AR
05035,Arkansas,Crittenden County,AR
05037,Arkansas,Cross County,AR
05039,Arkansas,Dallas County,AR
05041,Arkansas,Desha County,AR
05043,Arkansas,Drew County,AR
05045,Arkansas,Faulkner County,AR
05047,Arkansas,Franklin County,AR
05049,Arkansas,Fulton County,AR
05051,Arkansas,Garland County,AR
05053,Arkansas,Grant County,AR
05055,Arkansas,Greene County,AR
05057,Arkansas,Hempstead County,AR
05059,Arkansas,Hot Spring County,AR
05061,Arkansas,Howard County,AR
05063,Arkansas,Independence County,AR
05065,Arkansas,Izard County,AR
05067,Arkansas,Jackson County,AR
05069,Arkansas,Jefferson County,AR
05071,Arkansas,Johnson County,AR
05073,Arkansas,Lafayette County,AR
05075,Arkansas,Lawrence County,AR
05077,Arkansas,Lee County,AR
05079,Arkansas,Lincoln County,AR
05081,Arkansas,Little River County,AR
05083,Arkansas,Logan County,AR
05085,Arkansas,Lonoke County,AR
05087,Arkansas,Madison County,AR
05089,Arkansas,Marion County,AR
05091,Arkansas,Miller County,AR
05093,Arkansas,Mississippi County,AR
05095,Arkansas,Monroe County,AR
05097,Arkansas,Montgomery County,AR
05099,Arkansas,Nevada County,AR
05101,Arkansas,Newton County,AR
05103,Arkansas,Ouachita County,AR
05105,Arkansas,Perry County,AR
05107,Arkansas,Phillips County,AR
05109,Arkansas,Pike County,AR
05111,Arkansas,Poinsett County,AR
05113,Arkansas,Polk County,AR
05115,Arkansas,Pope County,AR
05117,Arkansas,Prairie County,AR
05119,Arkansas,Pulaski County,AR
05121,Arkansas,Randolph County,AR
05123,Arkansas,St. Francis County,AR
05125,Arkansas,Saline County,AR
05127,Arkansas,Scott County,AR
05129,Arkansas,Searcy County,AR
05131,Arkansas,Sebastian County,AR
05133,Arkansas,Sevier County,AR
05135,Arkansas,Sharp County,AR
05137,Arkansas,Stone County,AR
05139,Arkansas,Union County,AR
05141,Arkansas,Van Buren County,AR
05143,Arkansas,Washington County,AR
05145,Arkansas,White County,AR
05147,Arkansas,Woodruff County,AR
05149,Arkansas,Yell County,AR
06001,California,Alameda County,CA
06003,California,Alpine County,CA
06005,California,Amador County,CA
06007,California,Butte County,CA
06009,California,Calaveras County,CA
06011,California,Colusa County,CA
06013,California,Contra Costa County,CA
06015,California,Del Norte County,CA
06017,California,El Dorado County,CA
06019,California,Fresno County,CA
06021,California,Glenn County,CA
06023,California,Humboldt County,CA
06025,California,Imperial County,CA
06027,California,Inyo County,CA
06029,California,Kern County,CA
06031,California,Kings County,CA
06033,California,Lake County,CA
06035,California,Lassen County,CA
06037,California,Los Angeles County,CA
06039,California,Madera County,CA
06041,California,Marin County,CA
06043,California,Mariposa County,CA
06045,California,Mendocino County,CA
06047,California,Merced County,CA
06049,California,Modoc County,CA
06051,California,Mono County,CA
06053,California,Monterey County,CA
06055,California,Napa County,CA
06057,California,Nevada County,CA
06059,California,Orange County,CA
06061,California,Placer County,CA
06063,California,Plumas County,CA
06065,California,Riverside County,CA
06067,California,Sacramento County,CA
06069,California,San Benito County,CA
06071,California,San Bernardino County,CA
06073,California,San Diego County,CA
06075,California,San Francisco County,CA
06077,California,San Joaquin County,CA
06079,California,San Luis Obispo County,CA
06081,California,San Mateo County,CA
06083,California,Santa Barbara County,CA
06085,California,Santa Clara County,CA
06087,California,Santa Cruz County,CA
06089,California,Shasta County,CA
06091,California,Sierra County,CA
06093,California,Siskiyou County,CA
06095,California,Solano County,CA
06097,California,Sonoma County,CA
06099,California,Stanislaus County,CA
06101,California,Sutter County,CA
06103,California,Tehama County,CA
06105,California,Trinity County,CA
06107,California,Tulare County,CA
06109,California,Tuolumne County,CA
06111,California,Ventura County,CA
06113,California,Yolo County,CA
06115,California,Yuba County,CA
08001,Colorado,Adams County,CO
08003,Colorado,Alamosa County,CO
08005,Colorado,Arapahoe County,CO
08007,Colorado,Archuleta County,CO
08009,Colorado,Baca County,CO
08011,Colorado,Bent County,CO
08013,Colorado,Boulder County,CO
08014,Colorado,Broomfield County,CO
08015,Colorado,Chaffee County,CO
08017,Colorado,Cheyenne County,CO
08019,Colorado,Clear Creek County,CO
08021,Colorado,Conejos County,CO
08023,Colorado,Costilla County,CO
08025,Colorado,Crowley County,CO
08027,Colorado,Custer County,CO
08029,Colorado,Delta County,CO
08031,Colorado,Denver County,CO
08033,Colorado,Dolores County,CO
08035,Colorado,Douglas County,CO
08037,Colorado,Eagle County,CO
08039,Colorado,Elbert County,CO
08041,Colorado,El Paso County,CO
08043,Colorado,Fremont County,CO
08045,Colorado,Garfield County,CO
08047,Colorado,Gilpin County,CO
08049,Colorado,Grand County,CO
08051,Colorado,Gunnison County,CO
08053,Colorado,Hinsdale County,CO
08055,Colorado,Huerfano County,CO
08057,Colorado,Jackson County,CO
08059,Colorado,Jefferson County,CO
08061,Colorado,Kiowa County,CO
08063,Colorado,Kit Carson County,CO
08065,Colorado,Lake County,CO
08067,Colorado,La Plata County,CO
08069,Colorado,Larimer County,CO
08071,Colorado,Las Animas County,CO
08073,Colorado,Lincoln County,CO
08075,Colorado,Logan County,CO
08077,Colorado,Mesa County,CO
08079,Colorado,Mineral County,CO
08081,Colorado,Moffat County,CO
08083,Colorado,Montezuma County,CO
08085,Colorado,Montrose County,CO
08087,Colorado,Morgan County,CO
08089,Colorado,Otero County,CO
08091,Colorado,Ouray County,CO
08093,Colorado,Park County,CO
08095,Colorado,Phillips County,CO
08097,Colorado,Pitkin County,CO
08099,Colorado,Prowers County,CO
08101,Colorado,Pueblo County,CO
08103,Colorado,Rio Blanco County,CO
08105,Colorado,Rio Grande County,CO
08107,Colorado,Routt County,CO
08109,Colorado,Saguache County,CO
08111,Colorado,San Juan County,CO
08113,Colorado,San Miguel County,CO
08115,Colorado,Sedgwick County,CO
08117,Colorado,Summit County,CO
08119,Colorado,Teller County,CO
08121,Colorado,Washington County,CO
08123,Colorado,Weld County,CO
08125,Colorado,Yuma County,CO
09001,Connecticut,Fairfield County,CT
09003,Connecticut,Hartford County,CT
09005,Connecticut,Litchfield County,CT
09007,Connecticut,Middlesex County,CT
09009,Connecticut,New Haven County,CT
09011,Connecticut,New London County,CT
09013,Connecticut,Tolland County,CT
09015,Connecticut,Windham County,CT
10001,Delaware,Kent County,DE
10003,Delaware,New Castle County,DE
10005,Delaware,Sussex County,DE
11001,District of Columbia,District of Columbia,DC
12001,Florida,Alachua County,FL
12003,Florida,Baker County,FL
12005,Florida,Bay County,FL
12007,Florida,Bradford County,FL
12009,Florida,Brevard County,FL
12011,Florida,Broward County,FL
12013,Florida,Calhoun County,FL
12015,Florida,Charlotte County,FL
12017,Florida,Citrus County,FL
12019,Florida,Clay County,FL
12021,Florida,Collier County,FL
12023,Florida,Columbia County,FL
12027,Florida,DeSoto County,FL
12029,Florida,Dixie County,FL
12031,Florida,Duval County,FL
12033,Florida,Escambia County,FL
12035,Florida,Flagler County,FL
12037,Florida,Franklin County,FL
12039,Florida,Gadsden County,FL
12041,Florida,Gilchrist County,FL
12043,Florida,Glades County,FL
12045,Florida,Gulf County,FL
12047,Florida,Hamilton County,FL
12049,Florida,Hardee County,FL
12051,Florida,Hendry County,FL
12053,Florida,Hernando County,FL
12055,Florida,Highlands County,FL
12057,Florida,Hillsborough County,FL
12059,Florida,Holmes County,FL
12061,Florida,Indian River County,FL
12063,Florida,Jackson County,FL
12065,Florida,Jefferson County,FL
12067,Florida,Lafayette County,FL
12069,Florida,Lake County,FL
12071,Florida,Lee County,FL
12073,Florida,Leon County,FL
12075,Florida,Levy County,FL
12077,Florida,Liberty County,FL
12079,Florida,Madison County,FL
12081,Florida,Manatee County,FL
12083,Florida,Marion County,FL
12085,Florida,Martin County,FL
12086,Florida,Miami-Dade County,FL
12087,Florida,Monroe County,FL
12089,Florida,Nassau County,FL
12091,Florida,Okaloosa County,FL
12093,Florida,Okeechobee County,FL
12095,Florida,Orange County,FL
12097,Florida,Osceola County,FL
12099,Florida,Palm Beach County,FL
12101,Florida,Pasco County,FL
12103,Florida,Pinellas County,FL
12105,Florida,Polk County,FL
12107,Florida,Putnam County,FL
12109,Florida,St. Johns County,FL
12111,Florida,St. Lucie County,FL
12113,Florida,Santa Rosa County,FL
12115,Florida,Sarasota County,FL
12117,Florida,Seminole County,FL
12119,Florida,Sumter County,FL
12121,Florida,Suwannee County,FL
12123,Florida,Taylor County,FL
12125,Florida,Union County,FL
12127,Florida,Volusia County,FL
12129,Florida,Wakulla County,FL
12131,Florida,Walton County,FL
12133,Florida,Washington County,FL
13001,Georgia,Appling County,GA
13003,Georgia,Atkinson County,GA
13005,Georgia,Bacon County,GA
13007,Georgia,Baker County,GA
13009,Georgia,Baldwin County,GA
13011,Georgia,Banks County,GA
13013,Georgia,Barrow County,GA
13015,Georgia,Bartow County,GA
13017,Georgia,Ben Hill County,GA
13019,Georgia,Berrien County,GA
13021,Georgia,Bibb County,GA
13023,Georgia,Bleckley County,GA
13025,Georgia,Brantley County,GA
13027,Georgia,Brooks County,GA
13029,Georgia,Bryan County,GA
13031,Georgia,Bulloch County,GA
13033,Georgia,Burke County,GA
13035,Georgia,Butts County,GA
13037,Georgia,Calhoun County,GA
13039,Georgia,Camden County,GA
13043,Georgia,Candler County,GA
13045,Georgia,Carroll County,GA
13047,Georgia,Catoosa County,GA
13049,Georgia,Charlton County,GA
13051,Georgia,Chatham County,GA
13053,Georgia,Chattahoochee County,GA
13055,Georgia,Chattooga County,GA
13057,Georgia,Cherokee County,GA
13059,Georgia,Clarke County,GA
13061,Georgia,Clay County,GA
13063,Georgia,Clayton County,GA
13065,Georgia,Clinch County,GA
13067,Georgia,Cobb County,GA
13069,Georgia,Coffee County,GA
13071,Georgia,Colquitt County,GA
13073,Georgia,Columbia County,GA
13075,Georgia,Cook County,GA
13077,Georgia,Coweta County,GA
13079,Georgia,Crawford County,GA
13081,Georgia,Crisp County,GA
13083,Georgia,Dade County,GA
13085,Georgia,Dawson County,GA
13087,Georgia,Decatur County,GA
13089,Georgia,DeKalb County,GA
13091,Georgia,Dodge County,GA
13093,Georgia,Dooly County,GA
13095,Georgia,Dougherty County,GA
13097,Georgia,Douglas County,GA
13099,Georgia,Early County,GA
13101,Georgia,Echols County,GA
13103,Georgia,Effingham County,GA
13105,Georgia,Elbert County,GA
13107,Georgia,Emanuel County,GA
13109,Georgia,Evans County,GA
13111,Georgia,Fannin County,GA
13113,Georgia,Fayette County,GA
13115,Georgia,Floyd County,GA
13117,Georgia,Forsyth County,GA
13119,Georgia,Franklin County,GA
13121,Georgia,Fulton County,GA
13123,Georgia,Gilmer County,GA
13125,Georgia,Glascock County,GA
13127,Georgia,Glynn County,GA
13129,Georgia,Gordon County,GA
13131,Georgia,Grady County,GA
13133,Georgia,Greene County,GA
13135,Georgia,Gwinnett County,GA
13137,Georgia,Habersham County,GA
13139,Georgia,Hall County,GA
13141,Georgia,Hancock County,GA
13143,Georgia,Haralson County,GA
13145,Georgia,Harris County,GA
13147,Georgia,Hart County,GA
13149,Georgia,Heard County,GA
13151,Georgia,Henry County,GA
13153,Georgia,Houston County,GA
13155,Georgia,Irwin County,GA
13157,Georgia,Jackson County,GA
13159,Georgia,Jasper County,GA
13161,Georgia,Jeff Davis County,GA
13163,Georgia,Jefferson County,GA
13165,Georgia,Jenkins County,GA
13167,Georgia,Johnson County,GA
13169,Georgia,Jones County,GA
13171,Georgia,Lamar County,GA
13173,Georgia,Lanier County,GA
13175,Georgia,Laurens County,GA
13177,Georgia,Lee County,GA
13179,Georgia,Liberty County,GA
13181,Georgia,Lincoln County,GA
13183,Georgia,Long County,GA
13185,Georgia,Lowndes County,GA
13187,Georgia,Lumpkin County,GA
13189,Georgia,McDuffie County,GA
13191,Georgia,McIntosh County,GA
13193,Georgia,Macon County,GA
13195,Georgia,Madison County,GA
13197,Georgia,Marion County,GA
13199,Georgia,Meriwether County,GA
13201,Georgia,Miller County,GA
13205,Georgia,Mitchell County,GA
13207,Georgia,Monroe County,GA
13209,Georgia,Montgomery County,GA
13211,Georgia,Morgan County,GA
13213,Georgia,Murray County,GA
13215,Georgia,Muscogee County,GA
13217,Georgia,Newton County,GA
13219,Georgia,Oconee County,GA
13221,Georgia,Oglethorpe County,GA
13223,Georgia,Paulding County,GA
13225,Georgia,Peach County,GA
13227,Georgia,Pickens County,GA
13229,Georgia,Pierce County,GA
13231,Georgia,Pike County,GA
13233,Georgia,Polk County,GA
13235,Georgia,Pulaski County,GA
13237,Georgia,Putnam County,GA
13239,Georgia,Quitman County,GA
13241,Georgia,Rabun County,GA
13243,Georgia,Randolph County,GA
13245,Georgia,Richmond County,GA
13247,Georgia,Rockdale County,GA
13249,Georgia,Schley County,GA
13251,Georgia,Screven County,GA
13253,Georgia,Seminole County,GA
13255,Georgia,Spalding County,GA
13257,Georgia,Stephens County,GA
13259,Georgia,Stewart County,GA
13261,Georgia,Sumter County,GA
13263,Georgia,Talbot County,GA
13265,Georgia,Taliaferro County,GA
13267,Georgia,Tattnall County,GA
13269,Georgia,Taylor County,GA
13271,Georgia,Telfair County,GA
13273,Georgia,Terrell County,GA
13275,Georgia,Thomas County,GA
13277,Georgia,Tift County,GA
13279,Georgia,Toombs County,GA
13281,Georgia,Towns County,GA
13283,Georgia,Treutlen County,GA
13285,Georgia,Troup County,GA
13287,Georgia,Turner County,GA
13289,Georgia,Twiggs County,GA
13291,Georgia,Union County,GA
13293,Georgia,Upson County,GA
13295,Georgia,Walker County,GA
13297,Georgia,Walton County,GA
13299,Georgia,Ware County,GA
13301,Georgia,Warren County,GA
13303,Georgia,Washington County,GA
13305,Georgia,Wayne County,GA
13307,Georgia,Webster County,GA
13309,Georgia,Wheeler County,GA
13311,Georgia,White County,GA
13313,Georgia,Whitfield County,GA
13315,Georgia,Wilcox County,GA
13317,Georgia,Wilkes County,GA
13319,Georgia,Wilkinson County,GA
13321,Georgia,Worth County,GA
15001,Hawaii,Hawaii County,HI
15003,Hawaii,Honolulu County,HI
15005,Hawaii,Kalawao County,HI
15007,Hawaii,Kauai County,HI
15009,Hawaii,Maui County,HI
16001,Idaho,Ada County,ID
16003,Idaho,Adams County,ID
16005,Idaho,Bannock County,ID
16007,Idaho,Bear Lake County,ID
16009,Idaho,Benewah County,ID
16011,Idaho,Bingham County,ID
16013,Idaho,Blaine County,ID
16015,Idaho,Boise County,ID
16017,Idaho,Bonner County,ID
16019,Idaho,Bonneville County,ID
16021,Idaho,Boundary County,ID
16023,Idaho,Butte County,ID
16025,Idaho,Camas County,ID
16027,Idaho,Canyon County,ID
16029,Idaho,Caribou County,ID
16031,Idaho,Cassia County,ID
16033,Idaho,Clark County,ID
16035,Idaho,Clearwater County,ID
16037,Idaho,Custer County,ID
16039,Idaho,Elmore County,ID
16041,Idaho,Franklin County,ID
16043,Idaho,Fremont County,ID
16045,Idaho,Gem County,ID
16047,Idaho,Gooding County,ID
16049,Idaho,Idaho County,ID
16051,Idaho,Jefferson County,ID
16053,Idaho,Jerome County,ID
16055,Idaho,Kootenai County,ID
16057,Idaho,Latah County,ID
16059,Idaho,Lemhi County,ID
16061,Idaho,Lewis County,ID
16063,Idaho,Lincoln County,ID
16065,Idaho,Madison County,ID
16067,Idaho,Minidoka County,ID
16069,Idaho,Nez Perce County,ID
16071,Idaho,Oneida County,ID
16073,Idaho,Owyhee County,ID
16075,Idaho,Payette County,ID
16077,Idaho,Power County,ID
16079,Idaho,Shoshone County,ID
16081,Idaho,Teton County,ID
16083,Idaho,Twin Falls County,ID
16085,Idaho,Valley County,ID
16087,Idaho,Washington County,ID
17001,Illinois,Adams County,IL
17003,Illinois,Alexander County,IL
17005,Illinois,Bond County,IL
17007,Illinois,Boone County,IL
17009,Illinois,Brown County,IL
17011,Illinois,Bureau County,IL
17013,Illinois,Calhoun County,IL
17015,Illinois,Carroll County,IL
17017,Illinois,Cass County,IL
17019,Illinois,Champaign County,IL
17021,Illinois,Christian County,IL
17023,Illinois,Clark County,IL
17025,Illinois,Clay County,IL
17027,Illinois,Clinton County,IL
17029,Illinois,Coles County,IL
17031,Illinois,Cook County,IL
17033,Illinois,Crawford County,IL
17035,Illinois,Cumberland County,IL
17037,Illinois,DeKalb County,IL
17039,Illinois,De Witt County,IL
17041,Illinois,Douglas County,IL
17043,Illinois,DuPage County,IL
17045,Illinois,Edgar County,IL
17047,Illinois,Edwards County,IL
17049,Illinois,Effingham County,IL
17051,Illinois,Fayette County,IL
17053,Illinois,Ford County,IL
17055,Illinois,Franklin County,IL
17057,Illinois,Fulton County,IL
17059,Illinois,Gallatin County,IL
17061,Illinois,Greene County,IL
17063,Illinois,Grundy County,IL
17065,Illinois,Hamilton County,IL
17067,Illinois,Hancock County,IL
17069,Illinois,Hardin County,IL
17071,Illinois,Henderson County,IL
17073,Illinois,Henry County,IL
17075,Illinois,Iroquois County,IL
17077,Illinois,Jackson County,IL
17079,Illinois,Jasper County,IL
17081,Illinois,Jefferson County,IL
17083,Illinois,Jersey County,IL
17085,Illinois,Jo Daviess County,IL
17087,Illinois,Johnson County,IL
17089,Illinois,Kane County,IL
17091,Illinois,Kankakee County,IL
17093,Illinois,Kendall County,IL
17095,Illinois,Knox County,IL
17097,Illinois,Lake County,IL
17099,Illinois,LaSalle County,IL
17101,Illinois,Lawrence County,IL
17103,Illinois,Lee County,IL
17105,Illinois,Livingston County,IL
17107,Illinois,Logan County,IL
17109,Illinois,McDonough County,IL
17111,Illinois,McHenry County,IL
17113,Illinois,McLean County,IL
17115,Illinois,Macon County,IL
17117,Illinois,Macoupin County,IL
17119,Illinois,Madison County,IL
17121,Illinois,Marion County,IL
17123,Illinois,Marshall County,IL
17125,Illinois,Mason County,IL
17127,Illinois,Massac County,IL
17129,Illinois,Menard County,IL
17131,Illinois,Mercer County,IL
17133,Illinois,Monroe County,IL
17135,Illinois,Montgomery County,IL
17137,Illinois,Morgan County,IL
17139,Illinois,Moultrie County,IL
17141,Illinois,Ogle County,IL
17143,Illinois,Peoria County,IL
17145,Illinois,Perry County,IL
17147,Illinois,Piatt County,IL
17149,Illinois,Pike County,IL
17151,Illinois,Pope County,IL
17153,Illinois,Pulaski County,IL
17155,Illinois,Putnam County,IL
17157,Illinois,Randolph County,IL
17159,Illinois,Richland County,IL
17161,Illinois,Rock Island County,IL
17163,Illinois,St. Clair County,IL
17165,Illinois,Saline County,IL
17167,Illinois,Sangamon County,IL
17169,Illinois,Schuyler County,IL
17171,Illinois,Scott County,IL
17173,Illinois,Shelby County,IL
17175,Illinois,Stark County,IL
17177,Illinois,Stephenson County,IL
17179,Illinois,Tazewell County,IL
17181,Illinois,Union County,IL
17183,Illinois,Vermilion County,IL
17185,Illinois,Wabash County,IL
17187,Illinois,Warren County,IL
17189,Illinois,Washington County,IL
17191,Illinois,Wayne County,IL
17193,Illinois,White County,IL
17195,Illinois,Whiteside County,IL
17197,Illinois,Will County,IL
17199,Illinois,Williamson County,IL
17201,Illinois,Winnebago County,IL
17203,Illinois,Woodford County,IL
18001,Indiana,Adams County,IN
18003,Indiana,Allen County,IN
18005,Indiana,Bartholomew County,IN
18007,Indiana,Benton County,IN
18009,Indiana,Blackford County,IN
18011,Indiana,Boone County,IN
18013,Indiana,Brown County,IN
18015,Indiana,Carroll County,IN
18017,Indiana,Cass County,IN
18019,Indiana,Clark County,IN
18021,Indiana,Clay County,IN
18023,Indiana,Clinton County,IN
18025,Indiana,Crawford County,IN
18027,Indiana,Daviess County,IN
18029,Indiana,Dearborn County,IN
18031,Indiana,Decatur County,IN
18033,Indiana,DeKalb County,IN
18035,Indiana,Delaware County,IN
18037,Indiana,Dubois County,IN
18039,Indiana,Elkhart County,IN
18041,Indiana,Fayette County,IN
18043,Indiana,Floyd County,IN
18045,Indiana,Fountain County,IN
18047,Indiana,Franklin County,IN
18049,Indiana,Fulton County,IN
18051,Indiana,Gibson County,IN
18053,Indiana,Grant County,IN
18055,Indiana,Greene County,IN
18057,Indiana,Hamilton County,IN
18059,Indiana,Hancock County,IN
18061,Indiana,Harrison County,IN
18063,Indiana,Hendricks County,IN
18065,Indiana,Henry County,IN
18067,Indiana,Howard County,IN
18069,Indiana,Huntington County,IN
18071,Indiana,Jackson County,IN
18073,Indiana,Jasper County,IN
18075,Indiana,Jay County,IN
18077,Indiana,Jefferson County,IN
18079,Indiana,Jennings County,IN
18081,Indiana,Johnson County,IN
18083,Indiana,Knox County,IN
18085,Indiana,Kosciusko County,IN
18087,Indiana,LaGrange County,IN
18089,Indiana,Lake County,IN
18091,Indiana,LaPorte County,IN
18093,Indiana,Lawrence County,IN
18095,Indiana,Madison County,IN
18097,Indiana,Marion County,IN
18099,Indiana,Marshall County,IN
18101,Indiana,Martin County,IN
18103,Indiana,Miami County,IN
18105,Indiana,Monroe County,IN
18107,Indiana,Montgomery County,IN
18109,Indiana,Morgan County,IN
18111,Indiana,Newton County,IN
18113,Indiana,Noble County,IN
18115,Indiana,Ohio County,IN
18117,Indiana,Orange County,IN
18119,Indiana,Owen County,IN
18121,Indiana,Parke County,IN
18123,Indiana,Perry County,IN
18125,Indiana,Pike County,IN
18127,Indiana,Porter County,IN
18129,Indiana,Posey County,IN
18131,Indiana,Pulaski County,IN
18133,Indiana,Putnam County,IN
18135,Indiana,Randolph County,IN
18137,Indiana,Ripley County,IN
18139,Indiana,Rush County,IN
18141,Indiana,St. Joseph County,IN
18143,Indiana,Scott County,IN
18145,Indiana,Shelby County,IN
18147,Indiana,Spencer County,IN
18149,Indiana,Starke County,IN
18151,Indiana,Steuben County,IN
18153,Indiana,Sullivan County,IN
18155,Indiana,Switzerland County,IN
18157,Indiana,Tippecanoe County,IN
18159,Indiana,Tipton County,IN
18161,Indiana,Union County,IN
18163,Indiana,Vanderburgh County,IN
18165,Indiana,Vermillion County,IN
18167,Indiana,Vigo County,IN
18169,Indiana,Wabash County,IN
18171,Indiana,Warren County,IN
18173,Indiana,Warrick County,IN
18175,Indiana,Washington County,IN
18177,Indiana,Wayne County,IN
18179,Indiana,Wells County,IN
18181,Indiana,White County,IN
18183,Indiana,Whitley County,IN
19001,Iowa,Adair County,IA
19003,Iowa,Adams County,IA
19005,Iowa,Allamakee County,IA
19007,Iowa,Appanoose County,IA
19009,Iowa,Audubon County,IA
19011,Iowa,Benton County,IA
19013,Iowa,Black Hawk County,IA
19015,Iowa,Boone County,IA
19017,Iowa,Bremer County,IA
19019,Iowa,Buchanan County,IA
19021,Iowa,Buena Vista County,IA
19023,Iowa,Butler County,IA
19025,Iowa,Calhoun County,IA
19027,Iowa,Carroll County,IA
19029,Iowa,Cass County,IA
19031,Iowa,Cedar County,IA
19033,Iowa,Cerro Gordo County,IA
19035,Iowa,Cherokee County,IA
19037,Iowa,Chickasaw County,IA
19039,Iowa,Clarke County,IA
19041,Iowa,Clay County,IA
19043,Iowa,Clayton County,IA
19045,Iowa,Clinton County,IA
19047,Iowa,Crawford County,IA
19049,Iowa,Dallas County,IA
19051,Iowa,Davis County,IA
19053,Iowa,Decatur County,IA
19055,Iowa,Delaware County,IA
19057,Iowa,Des Moines County,IA
19059,Iowa,Dickinson County,IA
19061,Iowa,Dubuque County,IA
19063,Iowa,Emmet County,IA
